id,datasetid,datecollected,decimallongitude,decimallatitude,coordinateuncertaintyinmeters,scientificnameaccepted
33360425,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-24T00:00:00,-1.2833,56.3,0,Clupea harengus
33360481,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-01T00:00:00,3.2333,59.2667,0,Clupea harengus
33360503,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.5667,54.4833,0,Clupea harengus
33360505,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.5667,54.4833,0,Clupea harengus
33360507,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.5667,54.4833,0,Clupea harengus
33360509,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.5667,54.4833,0,Clupea harengus
33360511,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.5667,54.4833,0,Clupea harengus
33360513,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.5667,54.4833,0,Clupea harengus
33360671,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-08T00:00:00,10.9833,57.6667,0,Clupea harengus
33360745,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-03T00:00:00,6.5833,54.6167,0,Clupea harengus
33360747,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-03T00:00:00,6.5833,54.6167,0,Clupea harengus
33360749,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-03T00:00:00,6.5833,54.6167,0,Clupea harengus
33360751,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-03T00:00:00,6.5833,54.6167,0,Clupea harengus
33360753,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-03T00:00:00,6.5833,54.6167,0,Clupea harengus
33360755,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-03T00:00:00,6.5833,54.6167,0,Clupea harengus
33360757,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-03T00:00:00,6.5833,54.6167,0,Clupea harengus
33360759,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-03T00:00:00,6.5833,54.6167,0,Clupea harengus
33360761,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-03T00:00:00,6.5833,54.6167,0,Clupea harengus
33360763,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-03T00:00:00,6.5833,54.6167,0,Clupea harengus
33360765,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-03T00:00:00,6.5833,54.6167,0,Clupea harengus
33360791,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.2167,54.8,0,Clupea harengus
33360793,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.2167,54.8,0,Clupea harengus
33360795,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.2167,54.8,0,Clupea harengus
33360797,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.2167,54.8,0,Clupea harengus
33360799,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.2167,54.8,0,Clupea harengus
33360801,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.2167,54.8,0,Clupea harengus
33360803,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.2167,54.8,0,Clupea harengus
33360805,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.2167,54.8,0,Clupea harengus
33360807,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.2167,54.8,0,Clupea harengus
33360809,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.2167,54.8,0,Clupea harengus
33360815,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.2167,54.8,0,Clupea harengus
33360817,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.2167,54.8,0,Clupea harengus
33360819,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.2167,54.8,0,Clupea harengus
33360821,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.2167,54.8,0,Clupea harengus
33361009,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.2167,54.8,0,Clupea harengus
33361011,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.2167,54.8,0,Clupea harengus
33361169,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-24T00:00:00,-2.0333,56.2333,0,Clupea harengus
33361171,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-24T00:00:00,-2.0333,56.2333,0,Clupea harengus
33361173,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-24T00:00:00,-2.0333,56.2333,0,Clupea harengus
33361175,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-24T00:00:00,-2.0333,56.2333,0,Clupea harengus
33361177,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-24T00:00:00,-2.0333,56.2333,0,Clupea harengus
33361227,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-11T00:00:00,-2.2333,59.2333,0,Scomber scombrus
33361361,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.6167,54.4667,0,Clupea harengus
33361363,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.6167,54.4667,0,Clupea harengus
33361365,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.6167,54.4667,0,Clupea harengus
33361367,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.6167,54.4667,0,Clupea harengus
33361395,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.6167,54.4667,0,Clupea harengus
33361397,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.6167,54.4667,0,Clupea harengus
33361399,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.6167,54.4667,0,Clupea harengus
33361401,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.6167,54.4667,0,Clupea harengus
33361403,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.6167,54.4667,0,Clupea harengus
33361405,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.6167,54.4667,0,Clupea harengus
33361407,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.6167,54.4667,0,Clupea harengus
33361661,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.6167,54.35,0,Clupea harengus
33361663,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.6167,54.35,0,Clupea harengus
33361665,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.6167,54.35,0,Clupea harengus
33361667,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.6167,54.35,0,Clupea harengus
33361669,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.6167,54.35,0,Clupea harengus
33361771,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.6167,54.4667,0,Clupea harengus
33361773,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.6167,54.4667,0,Clupea harengus
33361775,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.6167,54.4667,0,Clupea harengus
33361777,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.6167,54.4667,0,Clupea harengus
33361779,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.6167,54.4667,0,Clupea harengus
33361891,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.6833,53.6667,0,Clupea harengus
33361893,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.6833,53.6667,0,Clupea harengus
33361895,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.6833,53.6667,0,Clupea harengus
33361897,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.6833,53.6667,0,Clupea harengus
33361899,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.6833,53.6667,0,Clupea harengus
33361901,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.6833,53.6667,0,Clupea harengus
33361903,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.6833,53.6667,0,Clupea harengus
33361905,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.6833,53.6667,0,Clupea harengus
33361907,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.6833,53.6667,0,Clupea harengus
33361909,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.6833,53.6667,0,Clupea harengus
33361911,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.6833,53.6667,0,Clupea harengus
33361913,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.6833,53.6667,0,Clupea harengus
33361915,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.6833,53.6667,0,Clupea harengus
33361931,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.75,54.3167,0,Clupea harengus
33361933,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.75,54.3167,0,Clupea harengus
33361935,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.75,54.3167,0,Clupea harengus
33361937,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.75,54.3167,0,Clupea harengus
33361939,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.75,54.3167,0,Clupea harengus
33361971,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.6167,54.35,0,Clupea harengus
33361973,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.6167,54.35,0,Clupea harengus
33361975,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.6167,54.35,0,Clupea harengus
33361977,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.6167,54.35,0,Clupea harengus
33361979,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.6167,54.35,0,Clupea harengus
33362107,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.75,54.3167,0,Clupea harengus
33362109,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.75,54.3167,0,Clupea harengus
33362111,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.75,54.3167,0,Clupea harengus
33362113,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.75,54.3167,0,Clupea harengus
33362115,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.75,54.3167,0,Clupea harengus
33362117,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.75,54.3167,0,Clupea harengus
33362119,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.75,54.3167,0,Clupea harengus
33362121,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.75,54.3167,0,Clupea harengus
33362123,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.75,54.3167,0,Clupea harengus
33362125,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.75,54.3167,0,Clupea harengus
33362127,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.75,54.3167,0,Clupea harengus
33362247,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-20T00:00:00,4.4167,53.6833,0,Clupea harengus
33362249,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-20T00:00:00,4.4167,53.6833,0,Clupea harengus
33362251,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-20T00:00:00,4.4167,53.6833,0,Clupea harengus
33362253,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-20T00:00:00,4.4167,53.6833,0,Clupea harengus
33362255,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-20T00:00:00,4.4167,53.6833,0,Clupea harengus
33362257,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-20T00:00:00,4.4167,53.6833,0,Clupea harengus
33362259,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-20T00:00:00,4.4167,53.6833,0,Clupea harengus
33362261,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-20T00:00:00,4.4167,53.6833,0,Clupea harengus
33362263,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-20T00:00:00,4.4167,53.6833,0,Clupea harengus
33362265,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-20T00:00:00,4.4167,53.6833,0,Clupea harengus
33362267,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-20T00:00:00,4.4167,53.6833,0,Clupea harengus
33362269,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-20T00:00:00,4.4167,53.6833,0,Clupea harengus
33362271,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-20T00:00:00,4.4167,53.6833,0,Clupea harengus
